CH1,Start,Increment,
Volt,4.80000e-04,2.00000e-05
1.02e-01,
1.42e-01,
1.30e-01,
2.44e-01,
2.28e-01,
3.04e-01,
2.84e-01,
3.42e-01,
3.38e-01,
2.82e-01,
3.00e-01,
2.54e-01,
2.68e-01,
2.26e-01,
2.44e-01,
2.08e-01,
2.24e-01,
1.90e-01,
2.08e-01,
1.76e-01,
1.94e-01,
1.64e-01,
1.82e-01,
1.54e-01,
1.72e-01,
1.44e-01,
1.66e-01,
1.36e-01,
1.56e-01,
1.32e-01,
1.28e-01,
1.60e-01,
1.46e-01,
1.24e-01,
1.20e-01,
1.44e-01,
1.40e-01,
1.18e-01,
1.38e-01,
1.14e-01,
1.36e-01,
1.14e-01,
1.10e-01,
1.52e-01,
1.10e-01,
1.32e-01,
1.32e-01,
1.10e-01,
1.30e-01,
1.08e-01,
1.30e-01,
1.04e-01,
1.10e-01,
2.14e-01,
2.02e-01,
2.90e-01,
2.72e-01,
3.36e-01,
3.48e-01,
2.94e-01,
3.14e-01,
2.62e-01,
2.78e-01,
2.30e-01,
2.54e-01,
2.12e-01,
2.32e-01,
1.96e-01,
2.12e-01,
1.80e-01,
2.00e-01,
1.68e-01,
2.02e-01,
1.56e-01,
1.80e-01,
1.46e-01,
1.76e-01,
1.38e-01,
1.62e-01,
1.34e-01,
1.64e-01,
1.28e-01,
1.50e-01,
1.24e-01,
1.46e-01,
1.20e-01,
1.44e-01,
1.18e-01,
1.40e-01,
1.12e-01,
1.38e-01,
1.12e-01,
1.08e-01,
1.36e-01,
1.10e-01,
1.34e-01,
1.32e-01,
1.10e-01,
1.06e-01,
1.30e-01,
1.36e-01,
1.06e-01,
8.80e-02,
1.90e-01,
1.70e-01,
2.70e-01,
2.52e-01,
3.22e-01,
3.06e-01,
3.46e-01,
3.26e-01,
2.72e-01,
2.90e-01,
2.46e-01,
2.62e-01,
2.22e-01,
2.38e-01,
2.00e-01,
2.18e-01,
1.82e-01,
2.04e-01,
1.62e-01,
1.88e-01,
1.58e-01,
1.78e-01,
1.48e-01,
1.70e-01,
1.42e-01,
1.60e-01,
1.36e-01,
1.56e-01,
1.26e-01,
1.50e-01,
1.20e-01,
1.46e-01,
1.20e-01,
1.50e-01,
1.18e-01,
1.42e-01,
1.14e-01,
1.38e-01,
1.10e-01,
1.08e-01,
1.40e-01,
1.10e-01,
1.38e-01,
1.08e-01,
1.40e-01,
1.04e-01,
1.40e-01,
1.32e-01,
1.04e-01,
1.04e-01,
1.50e-01,
1.30e-01,
2.44e-01,
2.28e-01,
3.06e-01,
2.94e-01,
3.44e-01,
3.40e-01,
2.82e-01,
3.02e-01,
2.54e-01,
2.70e-01,
2.26e-01,
2.58e-01,
2.00e-01,
2.26e-01,
1.86e-01,
2.24e-01,
1.72e-01,
1.96e-01,
1.60e-01,
1.82e-01,
1.50e-01,
1.82e-01,
1.38e-01,
1.70e-01,
1.38e-01,
1.58e-01,
1.28e-01,
1.26e-01,
1.52e-01,
1.20e-01,
1.46e-01,
1.54e-01,
1.18e-01,
1.16e-01,
1.50e-01,
1.36e-01,
1.14e-01,
1.36e-01,
1.14e-01,
1.40e-01,
1.10e-01,
1.32e-01,
1.08e-01,
1.10e-01,
1.32e-01,
1.08e-01,
1.32e-01,
1.08e-01,
1.36e-01,
1.08e-01,
1.32e-01,
1.06e-01,
1.30e-01,
1.06e-01,
1.32e-01,
1.04e-01,
1.28e-01,
1.26e-01,
1.02e-01,
1.04e-01,
1.30e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.06e-01,
1.26e-01,
1.02e-01,
1.26e-01,
1.04e-01,
1.06e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.04e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.04e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
9.60e-02,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.02e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.02e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.26e-01,
1.02e-01,
1.04e-01,
1.26e-01,
1.24e-01,
1.04e-01,
1.04e-01,
1.26e-01,
1.24e-01,
1.04e-01,
1.02e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.24e-01,
1.24e-01,
1.04e-01,
1.04e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.02e-01,
1.26e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.02e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.24e-01,
1.04e-01,
1.04e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.24e-01,
1.24e-01,
1.02e-01,
1.26e-01,
1.02e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.30e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.00e-01,
1.26e-01,
1.00e-01,
1.30e-01,
1.00e-01,
1.24e-01,
1.26e-01,
1.00e-01,
1.04e-01,
1.24e-01,
1.04e-01,
1.28e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.28e-01,
1.02e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.24e-01,
1.02e-01,
1.24e-01,
1.04e-01,
1.26e-01,
1.04e-01,
1.26e-01,
1.04e-01,
